voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
0,0,4.6,2,0,2,1.24,51.29,0
1,30,9.8,2,0,7,2.65,53.49,0
0,0,9.6,2,0,6,2.59,66.5,0
1,38,7,1,0,7,1.89,64.76,0
1,34,7.6,1,0,4,2.05,68.78,0
0,0,11.3,1,0,5,3.05,66.03,0
0,0,11.2,0,0,2,3.02,54.93,0
0,0,12.2,1,0,2,3.29,64.43,0
1,37,13.2,2,0,6,3.56,51.51,0
1,26,10.8,1,0,7,2.92,67.37,0
1,34,9.7,4,1,6,2.62,72.41,0
0,0,15.1,2,0,6,4.08,68.78,0
0,0,8.6,0,0,4,2.32,54.72,0
0,0,5,1,0,10,1.35,50.41,0
1,47,8.8,1,0,2,2.38,76,0
0,0,9.2,1,1,7,2.48,59.53,0
0,0,8.9,3,0,4,2.4,65.02,0
1,8,9.7,1,0,2,2.62,72.02,0
1,28,10.3,2,0,2,2.78,44.68,0
0,0,8.3,0,0,2,2.24,56.37,0
0,0,7.8,4,0,3,2.11,65.42,0
0,0,12.7,4,0,6,3.43,72.87,0
0,0,10.9,0,0,9,2.94,46.84,0
1,33,9.5,2,0,2,2.57,64.1,0
0,0,12.3,2,0,3,3.32,52.17,0
1,40,8.1,2,0,3,2.19,62.3,0
0,0,6.6,1,0,7,1.78,60.27,0
1,33,9.9,1,0,4,2.67,43.36,0
0,0,5.9,1,0,4,1.59,46.02,0
0,0,8.6,1,0,4,2.32,54.19,0
0,0,16.1,0,0,8,4.35,63.56,0
0,0,9.3,3,0,3,2.51,57.7,0
0,0,10,0,0,6,2.7,40.25,0
0,0,8.1,2,0,4,2.19,57.53,0
0,0,7.6,1,0,6,2.05,57.1,0
0,0,9,3,0,5,2.43,64.07,0
0,0,8.6,1,0,2,2.32,44.07,0
0,0,5.1,0,0,3,1.38,39.12,0
1,27,4.2,3,0,7,1.13,47.44,0
1,27,15,0,0,1,4.05,62.94,0
0,0,8.1,0,0,5,2.19,60.56,0
0,0,10.3,1,1,4,2.78,72.78,0
0,0,16.3,0,0,6,4.4,48.13,0
0,0,15.8,3,0,7,4.27,36.68,0
1,35,5.9,0,0,4,1.59,61.19,0
0,0,9.8,1,0,5,2.65,65.4,0
0,0,9.7,2,0,7,2.62,71.54,0
1,16,8.9,1,0,2,2.4,65.57,0
0,0,11,0,0,5,2.97,43.48,0
1,34,14.8,2,0,9,4,58.61,0
0,0,9.4,3,0,4,2.54,61.38,0
0,0,10,1,1,3,2.7,69.07,0
0,0,15.4,1,0,3,4.16,49.77,0
0,0,9.7,0,0,2,2.62,55.72,0
1,44,11.1,0,0,2,3,72.23,0
0,0,6.3,2,0,4,1.7,64.59,0
0,0,11.8,2,0,2,3.19,48.28,0
0,0,7,1,0,2,1.89,69.95,0
0,0,12.8,1,0,3,3.46,61.3,0
0,0,9.7,1,0,5,2.62,72.68,0
0,0,4.9,2,0,10,1.32,63.41,0
1,32,10.8,0,0,4,2.92,71.69,0
1,36,11.7,3,0,6,3.16,54.45,0
0,0,10.6,1,0,5,2.86,55.45,0
0,0,11.1,0,0,3,3,64.09,0
0,0,11.5,3,0,1,3.11,53.89,0
0,0,12.2,1,0,6,3.29,63.18,0
0,0,12.7,0,0,2,3.43,67.26,0
1,40,5.9,8,0,4,1.59,64.67,0
1,17,12.2,2,1,3,3.29,68.01,0
0,0,8.5,2,0,3,2.3,59.79,0
0,0,8.8,1,0,5,2.38,68.06,0
0,0,10.7,2,0,3,2.89,71.24,0
0,0,12,1,0,6,3.24,61.96,0
0,0,6.6,3,0,5,1.78,62.38,0
1,40,9.2,3,0,3,2.48,67.25,0
0,0,8.6,1,0,2,2.32,72.33,0
0,0,6.7,1,0,6,1.81,69.03,0
0,0,12,2,0,2,3.24,70.21,0
0,0,7,1,0,3,1.89,60.66,0
0,0,10,2,0,5,2.7,48.72,0
0,0,12.4,1,0,2,3.35,64.31,0
0,0,11.3,2,0,5,3.05,53.18,0
0,0,8.9,2,0,3,2.4,60.7,0
1,35,9.5,2,0,7,2.57,55.86,0
0,0,9.7,3,0,2,2.62,62.86,0
0,0,5.6,1,0,4,1.51,55.17,0
0,0,11.4,2,0,3,3.08,48.94,0
1,19,12.5,2,0,3,3.38,45.1,0
0,0,13.1,1,0,6,3.54,42.97,0
1,23,13.4,2,0,11,3.62,66.01,0
0,0,9,0,0,2,2.43,52.31,0
0,0,10.6,3,0,2,2.86,53.99,0
0,0,12,2,0,8,3.24,67.54,0
0,0,8.9,0,0,5,2.4,40.32,0
0,0,10.7,0,1,5,2.89,60.05,0
0,0,15.7,3,0,10,4.24,42.11,0
1,36,7.6,3,0,4,2.05,67.7,0
0,0,11.9,0,1,3,3.21,71.47,0
0,0,12.7,1,0,6,3.43,60.24,0
0,0,8.2,1,0,2,2.21,53.75,0
1,38,11,2,0,1,2.97,60.29,0
0,0,14.3,1,0,4,3.86,49.48,0
0,0,10.5,1,0,10,2.84,49.08,0
0,0,10.3,1,0,5,2.78,71.1,0
0,0,14.4,1,0,3,3.89,47.78,0
0,0,11.4,2,0,2,3.08,35.71,0
0,0,16.4,2,0,3,4.43,51.88,0
0,0,11.3,0,0,7,3.05,68.62,0
0,0,13.3,1,0,10,3.59,65.24,0
1,22,8.6,2,0,5,2.32,58.19,0
0,0,9.6,0,0,2,2.59,65.62,0
1,32,13.5,2,0,5,3.65,59.8,0
1,34,14.8,2,0,4,4,53.27,0
0,0,5.9,2,0,3,1.59,67.19,0
0,0,8.9,0,0,4,2.4,57.15,0
0,0,10,2,0,2,2.7,55.05,0
0,0,12.9,0,0,1,3.48,56.29,0
1,39,7.3,1,0,4,1.97,57.93,0
0,0,10.8,0,0,5,2.92,43.73,0
1,38,9.5,2,0,10,2.57,69.01,0
0,0,15.6,0,0,16,4.21,50.66,0
1,27,11.4,1,0,2,3.08,53.68,0
1,31,11.5,0,0,3,3.11,61.47,0
0,0,17.3,2,0,3,4.67,58.95,0
0,0,6.1,1,0,4,1.65,64.09,0
0,0,10.1,1,0,9,2.73,57.07,0
1,14,11.6,1,0,1,3.13,51.88,0
1,40,12.7,1,1,4,3.43,69.81,0
1,35,8.5,1,0,2,2.3,51.26,0
0,0,10.4,3,0,6,2.81,48.17,0
0,0,10.2,1,0,10,2.75,58.31,0
0,0,8.8,2,0,5,2.38,52.6,0
1,29,10.6,0,0,6,2.86,79.3,0
1,34,5.6,1,0,11,1.51,60.09,0
0,0,9,1,0,2,2.43,50.45,0
1,25,13.2,0,0,2,3.56,71.78,0
0,0,12.6,1,0,5,3.4,54.81,0
0,0,7.2,1,0,4,1.94,38.9,0
0,0,12.7,1,0,4,3.43,63.43,0
0,0,12.4,1,1,3,3.35,60.62,0
0,0,5.8,1,0,6,1.57,51.47,0
1,39,11.3,1,0,7,3.05,66.4,0
1,29,11.1,2,0,5,3,60.06,0
0,0,5.8,3,0,10,1.57,47.18,0
1,31,6.3,3,0,2,1.7,42.57,0
0,0,8.6,3,0,4,2.32,55.04,0
1,49,8.2,0,0,5,2.21,63.28,0
0,0,15.1,2,0,4,4.08,56.27,0
1,29,8.8,2,0,2,2.38,45.27,0
0,0,13.4,1,0,3,3.62,63.24,0
1,26,4.5,0,0,4,1.22,59,0
1,44,8.7,3,1,4,2.35,69.7,0
1,33,11.3,2,0,4,3.05,46.53,0
0,0,13.3,3,0,5,3.59,51.09,0
0,0,11.1,1,0,4,3,52.84,0
0,0,10.1,0,0,3,2.73,71.16,0
1,19,12.9,3,0,7,3.48,50.39,0
1,25,13.8,2,0,8,3.73,69.86,0
0,0,11.2,0,0,4,3.02,64.64,0
1,20,11.2,0,0,2,3.02,42.47,0
0,0,7,2,0,1,1.89,63.08,0
0,0,3.8,3,0,2,1.03,61.7,0
0,0,7.6,2,0,3,2.05,59.49,0
0,0,10.9,0,0,4,2.94,60.51,0
0,0,11,0,1,4,2.97,53.58,0
1,39,11.9,1,0,6,3.21,59.91,0
1,35,9.6,0,0,2,2.59,64.33,0
0,0,9.6,1,0,8,2.59,61.13,0
0,0,11.3,1,0,5,3.05,57.4,0
0,0,11.1,2,0,2,3,66.05,0
1,38,9.8,0,0,6,2.65,78.89,0
0,0,8.6,1,0,4,2.32,59.55,0
0,0,12.7,2,0,7,3.43,57.14,0
0,0,15.8,1,0,9,4.27,41.52,0
0,0,8,2,0,3,2.16,55.12,0
0,0,13.2,2,0,5,3.56,65.13,0
0,0,10,2,0,8,2.7,57.23,0
0,0,11.2,0,0,6,3.02,56.89,0
0,0,9.5,0,0,3,2.57,63.94,0
0,0,12,2,0,5,3.24,60.94,0
1,29,8.9,1,0,6,2.4,66.12,0
0,0,9.1,2,0,2,2.46,69.9,0
0,0,11.7,2,0,1,3.16,52.18,0
0,0,11,3,0,3,2.97,64.88,0
0,0,10.1,1,1,3,2.73,68.07,0
0,0,7.5,1,0,3,2.03,34.84,0
0,0,7.3,3,0,3,1.97,53.58,0
0,0,10.5,1,0,6,2.84,56.26,0
1,36,11.3,3,0,3,3.05,87.29,0
0,0,13.5,1,0,4,3.65,60.17,0
0,0,8.5,0,0,5,2.3,64.27,0
0,0,10.4,0,0,4,2.81,38.59,0
1,31,9.6,1,0,2,2.59,72.03,0
1,23,7.2,1,0,6,1.94,71.9,0
1,12,10.7,1,0,2,2.89,37.38,0
0,0,5,3,0,3,1.35,53.36,0
1,28,10.7,1,0,5,2.89,53.24,0
0,0,6,2,0,11,1.62,47.23,0
0,0,6.4,2,0,3,1.73,57.09,0
1,36,13.7,0,0,5,3.7,57.22,0
0,0,14.7,3,0,2,3.97,67.98,0
1,38,8.9,1,0,1,2.4,66.59,0
0,0,10.9,1,0,7,2.94,60.45,0
1,33,10.6,2,0,1,2.86,61.03,0
1,31,12.3,3,0,4,3.32,52.57,0
0,0,6.4,2,0,4,1.73,63.75,0
0,0,10.2,0,0,1,2.75,56.04,0
0,0,7.8,1,0,6,2.11,54.69,0
1,35,8.1,1,0,10,2.19,68.39,0
1,24,12.7,1,0,3,3.43,51.76,0
0,0,14,2,0,6,3.78,63.28,0
0,0,13.7,2,0,3,3.7,60.4,0
0,0,10.5,5,0,8,2.84,64.14,0
0,0,10.2,0,0,3,2.75,55.85,0
0,0,7.7,2,0,5,2.08,46.48,0
0,0,9,1,0,10,2.43,58.93,0
0,0,8.9,1,0,8,2.4,58.85,0
0,0,12.7,2,0,1,3.43,60.36,0
0,0,7.1,1,0,4,1.92,56.2,0
1,29,8.5,1,0,3,2.3,51.61,0
1,30,12.9,2,0,4,3.48,67.59,0
0,0,14.1,2,0,4,3.81,39.81,0
0,0,10.8,3,0,5,2.92,48.11,0
1,40,12.3,2,0,3,3.32,72.82,0
0,0,14.2,3,0,5,3.83,31.34,0
0,0,10.5,3,0,4,2.84,38.95,0
1,39,11.4,1,0,5,3.08,46.7,0
1,15,12.4,1,0,9,3.35,68.94,0
1,27,12.5,1,0,5,3.38,66.12,0
0,0,13.3,2,0,5,3.59,67.71,0
0,0,12.4,1,0,6,3.35,63.97,0
0,0,11.5,1,0,2,3.11,59.06,0
0,0,6,0,0,4,1.62,63.19,0
0,0,8.4,4,0,3,2.27,60.76,0
1,32,9.4,2,0,5,2.54,58.17,0
1,26,11.1,2,0,2,3,58.46,0
1,29,7.2,3,0,2,1.94,64.14,0
0,0,11.7,1,0,3,3.16,71.92,0
1,23,11.2,4,0,3,3.02,58.7,0
0,0,10.5,3,0,3,2.84,65.89,0
0,0,9,2,0,7,2.43,63.02,0
1,17,11.7,0,1,4,3.16,62.74,0
0,0,10.3,4,0,5,2.78,58.02,0
0,0,11.4,3,0,2,3.08,56.77,0
1,36,13.3,0,0,4,3.59,52.42,0
1,25,9.1,1,0,2,2.46,55.71,0
0,0,14.3,1,0,3,3.86,54.09,0
0,0,15.2,2,0,5,4.1,56.85,0
0,0,6.1,1,0,1,1.65,53.91,0
0,0,8.2,1,0,3,2.21,62.16,0
0,0,12.3,1,0,1,3.32,40.13,0
0,0,10.9,2,0,7,2.94,62.76,0
0,0,7.1,1,0,4,1.92,38.74,0
0,0,14.1,2,0,4,3.81,55.76,0
0,0,11,1,0,5,2.97,52.58,0
0,0,12.2,1,0,2,3.29,45.71,0
1,23,9.5,4,0,5,2.57,57.02,0
1,36,13.4,2,0,4,3.62,42.05,0
0,0,12.6,2,0,3,3.4,54.59,0
1,43,8.3,3,0,5,2.24,54.96,0
0,0,3.5,0,0,6,0.95,55.87,0
0,0,13.8,1,0,3,3.73,65.68,0
0,0,14.8,0,0,1,4,49.81,0
0,0,8.8,0,0,6,2.38,53.78,0
1,25,4.8,0,0,3,1.3,65.1,0
1,31,9.4,0,0,6,2.54,56.45,0
0,0,3.7,3,0,5,1,73.39,0
0,0,11.4,1,0,5,3.08,38.85,0
0,0,5.8,1,0,2,1.57,73.76,0
1,26,7.7,0,0,3,2.08,75.54,0
0,0,10.2,0,0,1,2.75,64.09,0
0,0,10,1,0,5,2.7,53.28,0
1,23,14.1,1,0,7,3.81,67.77,0
0,0,8.8,3,0,3,2.38,51.9,0
0,0,8.8,1,0,2,2.38,64.2,0
0,0,7.5,2,0,2,2.03,54.27,0
1,15,11.9,1,1,5,3.21,51.14,0
0,0,12,2,1,6,3.24,56.24,0
0,0,12.1,0,0,7,3.27,68.28,0
1,35,8.9,0,0,6,2.4,66.48,0
0,0,9.2,2,0,6,2.48,68.83,0
1,28,7.7,1,0,2,2.08,73.11,0
0,0,7.4,0,0,3,2,55.8,0
1,42,11.5,1,0,1,3.11,62.39,0
0,0,11.6,2,0,7,3.13,53.72,0
1,14,10.5,2,0,3,2.84,53.39,0
0,0,9.6,2,0,2,2.59,62.65,0
0,0,9.1,0,0,3,2.46,59.5,0
1,39,12.7,2,0,8,3.43,47.99,0
0,0,12.5,1,0,10,3.38,52.11,0
1,40,11.5,1,1,3,3.11,64.14,0
0,0,6.6,1,0,1,1.78,70.33,0
1,24,9.5,0,0,4,2.57,79.19,0
0,0,11,0,0,5,2.97,62.14,0
1,39,11.3,2,0,10,3.05,47.21,0
0,0,11.3,1,0,7,3.05,62.43,0
0,0,12,1,0,7,3.24,58.61,0
1,21,15.1,1,0,3,4.08,62.26,0
0,0,8,1,0,1,2.16,59.99,0
1,29,10.9,1,0,3,2.94,46.86,0
1,29,7.9,2,0,6,2.13,54.73,0
0,0,8.2,0,0,5,2.21,54.96,0
1,31,7.8,1,0,2,2.11,64.69,0
1,34,12.3,1,0,5,3.32,57.3,0
0,0,9.2,2,0,3,2.48,61.99,0
0,0,10.8,1,0,3,2.92,52.6,0
0,0,6.1,0,0,6,1.65,51.26,0
0,0,7.3,1,0,4,1.97,65.25,0
1,29,15.2,1,0,4,4.1,59.99,0
0,0,13,1,0,4,3.51,49.09,0
1,47,10.2,0,0,11,2.75,53.65,0
0,0,12,1,0,4,3.24,68.65,0
0,0,6.2,1,0,10,1.67,47.6,0
0,0,10.7,0,0,4,2.89,71.85,0
0,0,8.5,2,0,6,2.3,61.09,0
0,0,8.5,1,0,5,2.3,63.75,0
0,0,10.7,3,0,9,2.89,68.3,0
0,0,11.7,0,0,6,3.16,63.42,0
0,0,12.9,3,0,1,3.48,59.91,0
0,0,12.4,3,0,2,3.35,70.33,0
0,0,13.8,1,0,2,3.73,61.16,0
0,0,11.9,0,0,5,3.21,66.92,0
0,0,15.4,3,0,8,4.16,52.64,0
0,0,6.1,0,0,3,1.65,55.86,0
0,0,13.1,0,0,4,3.54,60.79,0
1,42,9.5,0,0,3,2.57,59.87,0
0,0,18.4,2,0,3,4.97,61.13,0
0,0,7.3,2,0,4,1.97,51.15,0
0,0,11.8,3,0,3,3.19,56.01,0
1,17,4.4,0,0,4,1.19,64.88,0
0,0,8.9,1,0,2,2.4,48.1,0
1,39,15.4,1,0,7,4.16,75.86,0
0,0,8.8,2,0,4,2.38,52.31,0
1,23,11.8,2,0,3,3.19,70.51,0
1,26,15,1,0,3,4.05,64.13,0
0,0,7.8,3,0,2,2.11,63.98,0
0,0,7.7,3,0,2,2.08,58.11,0
0,0,13.4,2,0,6,3.62,58.36,0
0,0,9.9,2,0,2,2.67,53.04,0
1,25,10.6,1,0,10,2.86,63.5,0
0,0,10.5,1,0,6,2.84,71.58,0
0,0,15.1,1,0,11,4.08,61.56,0
0,0,8,2,0,3,2.16,69.27,0
1,29,14.2,0,0,6,3.83,66.65,0
1,37,8,4,0,3,2.16,58.67,0
1,17,9.7,0,0,3,2.62,62.3,0
1,26,8.1,1,0,9,2.19,61.28,0
0,0,13.2,1,0,4,3.56,60.45,0
1,22,7.1,2,0,3,1.92,59.42,0
1,21,5.3,2,0,3,1.43,50.81,0
0,0,16.2,2,0,3,4.37,58.52,0
1,43,11.5,1,0,4,3.11,55.49,0
1,39,12.5,2,0,8,3.38,51.53,0
0,0,8.6,2,1,3,2.32,49.96,0
1,25,14.5,1,0,3,3.92,53.47,0
0,0,5.9,0,0,6,1.59,62.4,0
0,0,5.5,1,0,4,1.49,61.89,0
0,0,10.9,2,0,5,2.94,37.69,0
0,0,9.7,1,0,5,2.62,63.74,0
0,0,11.2,0,0,7,3.02,72.34,0
0,0,8,0,0,3,2.16,63.51,0
0,0,7.4,0,0,7,2,70.23,0
0,0,8.7,1,1,4,2.35,59.35,0
0,0,11.4,0,0,5,3.08,67.65,0
1,25,9.8,0,1,3,2.65,58.11,0
0,0,8.3,3,0,2,2.24,65.36,0
0,0,8,0,0,5,2.16,64.36,0
0,0,5.5,0,0,5,1.49,62.57,0
1,25,12,1,0,1,3.24,64.38,0
0,0,4.9,2,0,3,1.32,57.04,0
0,0,11.4,1,0,7,3.08,55.63,0
0,0,8.1,1,0,1,2.19,57.4,0
0,0,9.7,1,1,4,2.62,64.84,0
0,0,9.4,2,0,7,2.54,50.25,0
1,33,12.9,2,1,3,3.48,65.74,0
1,28,11.1,1,0,9,3,52.66,0
0,0,12.7,1,0,6,3.43,70.79,0
0,0,5.5,3,0,6,1.49,45.08,0
0,0,12,2,0,4,3.24,63.59,0
0,0,10.3,4,0,3,2.78,64.48,0
0,0,10.3,3,0,2,2.78,63.14,0
0,0,10.2,3,0,5,2.75,48.3,0
1,21,10.1,0,0,9,2.73,59.81,0
0,0,9.9,1,0,5,2.67,60.42,0
1,29,12.9,1,0,3,3.48,70.35,0
0,0,9.9,1,0,1,2.67,69.14,0
0,0,10.2,1,0,6,2.75,64.58,0
0,0,11.2,1,0,7,3.02,65.38,0
0,0,7,2,0,3,1.89,58.39,0
1,39,10.9,1,0,4,2.94,43.85,0
1,28,9.8,2,0,1,2.65,64.74,0
1,36,12.1,0,0,2,3.27,70.87,0
0,0,6.5,0,0,4,1.76,44.64,0
0,0,8.2,4,0,7,2.21,62.69,0
0,0,5.5,2,0,4,1.49,54.42,0
1,25,9.9,3,0,3,2.67,46.15,0
0,0,6.5,1,0,9,1.76,68.22,0
0,0,11.8,1,0,3,3.19,55.21,0
0,0,11,2,0,3,2.97,57.5,0
0,0,14.2,1,0,2,3.83,61.21,0
0,0,8.6,1,0,6,2.32,64.82,0
0,0,9.4,3,0,6,2.54,43.2,0
0,0,9.7,4,0,8,2.62,65.54,0
0,0,11.8,1,0,6,3.19,71.72,0
0,0,11.3,1,0,2,3.05,63.38,0
0,0,9.8,2,0,6,2.65,62.92,0
0,0,9.8,2,0,4,2.65,55.04,0
0,0,15.3,3,0,3,4.13,50.54,0
0,0,11.2,1,0,5,3.02,50.28,0
0,0,11.6,0,0,4,3.13,58.24,0
0,0,10.9,1,0,1,2.94,55.06,0
0,0,8.6,1,0,5,2.32,62.17,0
0,0,11.4,2,0,3,3.08,38.54,0
1,33,12.1,1,0,4,3.27,58.09,0
1,30,6.8,1,0,6,1.84,51.15,0
0,0,8.7,1,0,4,2.35,56.7,0
0,0,7.6,1,0,3,2.05,59.63,0
0,0,8.8,2,0,3,2.38,63.35,0
0,0,10.9,0,0,7,2.94,57.48,0
1,30,6.7,1,0,3,1.81,58.66,0
0,0,8.5,1,0,3,2.3,68.18,0
0,0,5.1,1,0,5,1.38,58.9,0
0,0,8,0,0,4,2.16,62.17,0
0,0,6.8,1,0,2,1.84,59.23,0
0,0,10,0,0,8,2.7,60.43,0
1,26,9.6,1,1,7,2.59,46.52,0
0,0,6.1,1,0,6,1.65,58.99,0
0,0,11.1,0,0,5,3,67.62,0
0,0,5.6,0,0,4,1.51,63.72,0
1,30,12.6,3,0,4,3.4,62,0
0,0,10.2,1,0,2,2.75,63.31,0
0,0,12.4,3,0,2,3.35,42.77,0
1,31,12.8,2,0,3,3.46,67.85,0
0,0,11.1,3,0,4,3,51.43,0
0,0,10.4,3,0,3,2.81,53.07,0
0,0,10.1,0,0,5,2.73,45.28,0
0,0,11,1,0,6,2.97,57.35,0
0,0,2,1,0,7,0.54,55.6,0
0,0,9.4,3,0,10,2.54,53.24,0
0,0,8,1,0,6,2.16,55.8,0
1,20,13.5,1,0,2,3.65,54.24,0
0,0,13,5,0,3,3.51,59.51,0
1,32,9,1,0,4,2.43,69.07,0
0,0,12.5,2,0,4,3.38,56.83,0
0,0,7,2,0,2,1.89,46.27,0
1,27,10.4,1,0,2,2.81,68.3,0
0,0,7.4,1,0,3,2,63.89,0
0,0,12.7,4,0,2,3.43,59.8,0
0,0,5.3,1,0,5,1.43,52.23,0
0,0,15.7,0,0,4,4.24,62.5,0
1,4,9.4,3,0,3,2.54,56.21,0
1,16,8.2,2,0,5,2.21,49.93,0
0,0,10.2,0,0,4,2.75,50.32,0
0,0,12.1,1,0,2,3.27,54.14,0
1,30,12,2,0,7,3.24,60.3,0
0,0,12.4,2,0,4,3.35,55.55,0
0,0,12.6,1,0,3,3.4,58.66,0
0,0,7.6,2,0,3,2.05,60.49,0
0,0,4.5,0,0,3,1.22,70.26,0
0,0,10.6,0,0,7,2.86,49.5,0
1,35,11.7,1,0,1,3.16,78.37,0
0,0,7.6,1,0,3,2.05,66.42,0
0,0,13.1,3,0,6,3.54,67.28,0
0,0,9.7,2,0,3,2.62,43.26,0
0,0,10.9,0,0,9,2.94,40.69,0
0,0,10.1,3,0,3,2.73,53.72,0
0,0,12.9,3,0,5,3.48,60.59,0
0,0,13,1,1,6,3.51,58.2,0
0,0,17.8,4,0,3,4.81,63.11,0
0,0,11.1,1,0,7,3,51.93,0
1,27,6.6,3,0,2,1.78,57.59,0
0,0,6.2,3,0,6,1.67,71.14,0
1,33,11.9,3,0,4,3.21,68.37,0
0,0,8.3,0,0,4,2.24,48.13,0
0,0,12.7,0,0,7,3.43,45.24,0
0,0,9.3,3,0,7,2.51,60.63,0
0,0,6.1,1,0,2,1.65,50.63,0
0,0,10.8,2,0,2,2.92,59.82,0
0,0,13.7,3,0,3,3.7,57.94,0
0,0,13.8,0,0,4,3.73,67.37,0
0,0,9.2,3,0,5,2.48,66.99,0
1,39,9.5,3,0,4,2.57,54.38,0
1,22,7.5,1,0,11,2.03,60.7,0
1,30,11.1,1,0,4,3,58.72,0
0,0,5.2,2,0,1,1.4,71.57,0
1,26,11.1,1,0,4,3,59.27,0
0,0,10.6,1,0,7,2.86,47.9,0
0,0,13.4,1,0,3,3.62,55.49,0
1,23,12.6,2,0,3,3.4,55.21,0
0,0,13.4,2,0,3,3.62,54.49,0
0,0,14.1,1,0,6,3.81,57.95,0
1,36,10.8,1,1,3,2.92,58.05,0
1,37,11.8,1,0,1,3.19,68.14,0
0,0,11.4,5,0,9,3.08,56.96,0
0,0,13.2,2,0,10,3.56,56.2,0
0,0,14.6,1,0,2,3.94,61.14,0
0,0,8.7,3,0,3,2.35,71.15,0
0,0,8,3,0,6,2.16,64.31,0
0,0,6.7,1,0,8,1.81,43.62,0
1,21,10.6,1,0,2,2.86,50.81,0
1,15,9.7,2,0,1,2.62,44.7,0
1,34,9.9,2,0,4,2.67,63.34,0
1,26,11.2,1,0,8,3.02,73.82,0
0,0,6.4,3,0,5,1.73,46.55,0
1,30,10,0,1,10,2.7,57.83,0
0,0,13.6,4,0,4,3.67,69.66,0
0,0,11.1,1,0,5,3,56.02,0
0,0,12.2,3,0,4,3.29,63.65,0
1,27,9.6,3,0,9,2.59,55.07,0
1,27,7,2,0,2,1.89,64.07,0
0,0,7.5,1,0,4,2.03,59.53,0
0,0,8.2,1,1,6,2.21,72.49,0
0,0,9.7,2,0,6,2.62,50.27,0
0,0,13,0,0,4,3.51,72.9,0
0,0,7.1,1,0,2,1.92,49.33,0
0,0,13.5,1,0,3,3.65,54.5,0
0,0,13.3,3,0,7,3.59,54.38,0
1,16,11.5,2,0,3,3.11,43.65,0
0,0,12.1,0,0,9,3.27,73.06,0
1,25,7.3,0,0,5,1.97,69.45,0
1,34,10.3,0,0,3,2.78,72.59,0
0,0,10.3,1,0,4,2.78,62.68,0
0,0,10.1,2,0,5,2.73,44.42,0
0,0,9.2,2,0,3,2.48,54.31,0
0,0,12.2,1,0,6,3.29,61.75,0
1,26,15.1,0,0,5,4.08,64.56,0
0,0,9.9,4,0,3,2.67,57.02,0
0,0,12.3,1,0,4,3.32,50.6,0
0,0,13.1,1,0,5,3.54,58.4,0
0,0,4.2,2,0,9,1.13,69.74,0
0,0,6.5,3,0,6,1.76,48.53,0
0,0,11.3,1,0,4,3.05,61.29,0
0,0,6.6,2,0,5,1.78,58.58,0
1,28,8.8,2,0,1,2.38,56.85,0
0,0,13.1,0,0,3,3.54,68.66,0
0,0,4.3,1,0,4,1.16,42.47,0
0,0,13.1,2,0,9,3.54,71.04,0
0,0,11.9,0,0,5,3.21,73.43,0
0,0,10.1,1,0,7,2.73,49.87,0
1,23,9.8,0,0,4,2.65,66.91,0
0,0,8.3,3,0,6,2.24,49.89,0
1,24,8.8,2,0,5,2.38,56.72,0
0,0,11.1,1,0,7,3,49.27,0
0,0,12.6,1,0,2,3.4,54.79,0
0,0,11.1,4,0,8,3,58.31,0
0,0,16.4,2,0,3,4.43,63.48,0
0,0,11.1,1,0,7,3,64.38,0
1,37,10.6,2,0,5,2.86,67.14,0
0,0,7.5,2,0,2,2.03,59.5,0
0,0,10.8,2,0,4,2.92,61.5,0
0,0,12.9,0,0,3,3.48,64.58,0
0,0,11,0,0,6,2.97,56.93,0
0,0,13.3,0,0,4,3.59,66.75,0
0,0,9.8,2,0,4,2.65,54.19,0
0,0,9.8,1,0,4,2.65,55.74,0
0,0,6.9,0,0,6,1.86,52.83,0
0,0,12.7,2,0,3,3.43,71.81,0
0,0,10.9,2,0,4,2.94,46.02,0
0,0,9.6,0,0,7,2.59,70.55,0
0,0,9.5,0,0,4,2.57,52.74,0
1,19,12.6,3,0,1,3.4,57.42,0
1,25,10.2,2,0,6,2.75,49.6,0
0,0,13.3,3,0,5,3.59,70.28,0
0,0,14.2,1,0,4,3.83,54.51,0
0,0,11.9,4,0,7,3.21,63.11,0
0,0,13.7,1,0,3,3.7,58.69,0
0,0,12.7,1,0,2,3.43,48.87,0
0,0,8.1,1,0,3,2.19,42.29,0
0,0,10.7,3,0,3,2.89,33.74,0
1,27,3.8,1,0,10,1.03,55.45,0
0,0,9.7,1,0,6,2.62,71.43,0
0,0,11.2,3,0,5,3.02,63.71,0
1,26,10.2,2,0,6,2.75,44.08,0
1,23,7.4,2,0,4,2,61.02,0
0,0,10.9,1,0,10,2.94,72.7,0
1,31,11,1,0,4,2.97,54.94,0
0,0,6,3,0,3,1.62,44.79,0
1,31,10.3,2,0,8,2.78,63.59,0
0,0,13,1,0,1,3.51,69.19,0
0,0,11.2,0,0,2,3.02,55.85,0
0,0,11.3,1,0,7,3.05,69.67,0
0,0,8.9,0,0,3,2.4,63.51,0
0,0,10.9,3,0,1,2.94,64.02,0
0,0,13.2,4,0,5,3.56,59.79,0
1,29,6.6,2,0,3,1.78,50.35,0
0,0,11.3,3,0,5,3.05,48.62,0
0,0,12.7,1,0,2,3.43,46.31,0
